Category URL,Category name,Product URL,Product name,Unit,Price,Image
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/snacks-de-pescado-en-monodosis-para-perro.html,Alpha Spirit Complementos Snacks de Pescado en Monodosis para Perro,Pack 16 x 35Grs,10.25,https://www.petsonic.com/12027-large_default/snacks-de-pescado-en-monodosis-para-perro.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/snacks-de-pato-en-monodosis-para-perro.html,Alpha Spirit Complementos Snacks de Pato en Monodosis para Perro,Pack 16 x 35Grs,10.25,https://www.petsonic.com/12028-large_default/snacks-de-pato-en-monodosis-para-perro.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/kong-pasta-easy-treat-para-perros.html,Kong Pasta Easy Treat para Perro,0.236 L,5.82,https://www.petsonic.com/13278-large_default/kong-pasta-easy-treat-para-perros.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/purina-pro-plan-snack-dentalife-mini-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Mini,5 unidades x 115Grs,10.79,https://www.petsonic.com/11184-large_default/purina-pro-plan-snack-dentalife-mini-para-perros.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/purina-pro-plan-snack-dentalife-mini-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Mini,4 Unidades x 345gr,21.56,https://www.petsonic.com/11184-large_default/purina-pro-plan-snack-dentalife-mini-para-perros.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/purina-pro-plan-snack-dentalife-medianos-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Medianos,5 unidades x 115Grs,10.76,https://www.petsonic.com/11187-large_default/purina-pro-plan-snack-dentalife-medianos-para-perros.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/purina-pro-plan-snack-dentalife-medianos-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Medianos,5 unidades x 345Grs,26.96,https://www.petsonic.com/11187-large_default/purina-pro-plan-snack-dentalife-medianos-para-perros.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/purina-pro-plan-snack-dentalife-grandes-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Grandes,5 Unidades x 142gr,8.37,https://www.petsonic.com/11188-large_default/purina-pro-plan-snack-dentalife-grandes-para-perros.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/affinity-advance-puppy-snack-para-perros.html,Advance Puppy Snack premios para cachorros,Pack 7 sobres 150Grs.,18.49,https://www.petsonic.com/18854-large_default/affinity-advance-puppy-snack-para-perros.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/sensitive-snack.html,Advance Sensitive Snack premios para gatos sensibles cuidado intestinal,Pack 7 sobres 150Grs.,13.90,https://www.petsonic.com/18863-large_default/sensitive-snack.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/affinity-advance-hypoallergenic-snack-para-perros.html,Advance Hypoallergenic Snack premios para perros alergicos,Pack 7 sobres 150Grs.,16.68,https://www.petsonic.com/18860-large_default/affinity-advance-hypoallergenic-snack-para-perros.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/snack-crunchy-cordero-arandanos.html,Carnilove Snack Crunchy Cordero y Arándanos premio crujiente para perro Lamb & Cranberries,6 Unidades.,13.49,https://www.petsonic.com/19061-large_default/snack-crunchy-cordero-arandanos.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/snack-crunchy-avestruz-moras.html,Carnilove Snack Crunchy Avestruz y Moras premio crujiente para perro Ostrich & Blackberries,6 Unidades.,13.49,https://www.petsonic.com/19062-large_default/snack-crunchy-avestruz-moras.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/snack-crunchy-salmon-arandanos.html,Carnilove Snack Crunchy Salmón con Arándanos premio crujiente para perro Salmon & Blueberries,6 Unidades.,13.49,https://www.petsonic.com/19064-large_default/snack-crunchy-salmon-arandanos.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/snack-crunchy-caballa-frambuesas.html,Carnilove Snack Crunchy Caballa con Frambuesas premio crujiente para perro Mackerel & Raspberries,6 Unidades.,13.49,https://www.petsonic.com/19065-large_default/snack-crunchy-caballa-frambuesas.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/orijen-black-angus-beef-dog-treats-premios-para-perros.html,Orijen Black Angus Beef dog treats premios para perro 100% proteina y nada mas,42.5 Gr,6.11,https://www.petsonic.com/20620-large_default/orijen-black-angus-beef-dog-treats-premios-para-perros.jpg
https://www.petsonic.com/snacks-hipoalergenicos-para-perros/,Snacks Hipoalergénicos,https://www.petsonic.com/tundra-dog-treats-premios-para-perros.html,Orijen Tundra dog treats premios para perro 100% proteina y nada mas,42.5 Gr,6.28,https://www.petsonic.com/20624-large_default/tundra-dog-treats-premios-para-perros.jpg
